Component 0,Component 1,Component 2,Component 3
-0.018448409166410006,-0.21095208417403077,-0.013754192558893841,0.33368038371996384
-0.022667450849890622,-0.015637100044301078,-0.007080584884494564,0.036692013918542876
-0.022980192850776644,0.17958566828874523,-0.006346744606123706,-0.25821647260001684
-0.01938847948500174,-0.015445101792874255,-0.011511074058124043,0.03245786010474605
-0.019697381520859224,0.17984001536201705,-0.010861916856029122,-0.26383458971175094
-0.016100581213618882,0.3751153067833056,-0.01613860865026414,-0.5599235886605497
-0.00859827507795277,0.5704600105269219,-0.027337080423475137,-0.8576470312515383
0.002810925132585667,0.7659435183524876,-0.0444900210485059,-1.1587988344927145
0.01812979549963542,0.9616160936126584,-0.06766599773836018,-1.4650930167369869
0.03736211737188859,1.157498395005006,-0.09696785807309992,-1.7781226881584307
0.06051208527198871,1.3535691913326668,-0.13253031183626854,-2.0993111546966956
0.08758346909864205,1.1600048919419312,-0.17451653493020244,-1.8503607888749896
0.11078356693748068,0.9671806288692291,-0.21152375070770224,-1.6165655405371147
0.13012717951486524,1.1640761386707732,-0.24385506151844455,-1.9670515156418322
0.1534087022882807,0.9722213525282213,-0.2831960918312812,-1.7587684975861368
0.17285312933884514,0.7811952431338223,-0.3183714617830039,-1.5657941706022578
0.1884770342015216,0.5909520745353534,-0.34968734519504907,-1.3867979733796452
0.20029607569222865,0.4014310969664344,-0.37742330466264196,-1.2204468595850548
0.20832469763155734,0.21256369590720314,-0.4018322418543431,-1.0654320025789625
0.2125759715497014,0.41020269229248596,-0.4231408819059223,-1.4532613308698497
0.2207800253955511,0.22192712967735093,-0.45220610852331933,-1.3164799402334924
0.22521856798909812,0.41919108456453846,-0.47853570732798917,-1.711097572465525
0.23360238968038888,0.6158092553540456,-0.5127576587772996,-2.1082767737050903
0.24591857478746978,0.4279981422165342,-0.5549231942514015,-2.007021429311475
0.25447853763180045,0.24102577002424377,-0.5950636228376309,-1.9235503653463812
0.25929905303228534,0.4362919954877916,-0.6335346301445586,-2.3309091310649905
0.2680248929420412,0.6301473867169204,-0.6801528127658584,-2.739310030563894
0.2806278406763796,0.8221216914932681,-0.7349390133771363,-3.148093412442847
0.29707027450624496,1.0116588942158784,-0.7979008816259933,-3.5561511504172287
0.3173034523905625,0.8219856887514823,-0.8690239046343379,-3.5679755362102847
0.3337431661655922,1.006805851006232,-0.9403834153585435,-3.971475254747913
0.3538792831857168,0.8152295888504706,-1.0198129204535018,-4.039568713341791
