Component 0,Component 1,Component 2,Component 3
-0.006442258234132388,-0.15738068545749667,-0.04037805605362612,0.2930483076436273
-0.009589871943282322,0.03829300436856625,-0.03451708990075357,-0.012090914642497563
-0.008824011855910996,0.23389253798992,-0.03475890819360352,-0.31546145957862204
-0.004146161096112596,0.039282502233869365,-0.04106813738517596,-0.03393979277787412
-0.0033605110514352086,0.23496858660141529,-0.04174693324073344,-0.3392920608760607
0.0013388606805930974,0.4306589268491622,-0.04853277445825466,-0.6448418542054386
0.009952039217576342,0.626422422550626,-0.06142961154236343,-0.9524043700848691
0.022480487668588862,0.8223148004752872,-0.08047769894406082,-1.2637376463183463
0.0389267836780946,1.0183679776601582,-0.10575245187042774,-1.5805005102953813
0.059294143231297766,1.2145780837092488,-0.13736246207633537,-1.9042047552378172
0.08358570490548274,1.4108915922833942,-0.17544655718109173,-2.2361589700439266
0.11180353675115062,1.2178133891938754,-0.22016973658197025,-2.0023047399409086
0.039180146135679786,-0.24238646796645533,0.0016076141219209124,0.305475517754568
0.03433241677635068,-0.04728746278431459,0.007717124477012272,0.01330002649332851
0.03338666752066439,-0.2425192324092437,0.007983125006878842,0.30840777292450877
0.028536282872479515,-0.437754017271917,0.014151280465369016,0.6035976323142629
0.019781202527041176,-0.6330709998446589,0.026223233111654275,0.9007041088097282
0.007119782530147998,-0.8285382724458414,0.04423731528784884,1.2015129594867193
-0.00945098291876883,-1.024203540428834,0.06826757447758322,1.5077252585800047
-0.029935053727345513,-0.8299724532380954,0.09842207964918331,1.2371123498443783
-0.04653450279210743,-1.0262114592751415,0.12316432664607088,1.5589356950276783
-0.06705873197761025,-0.8327604095649772,0.15434304054662445,1.3070760823873735
-0.08371394016890979,-0.6398942576047633,0.18048456219437192,1.066412738727645
-0.09651182532100505,-0.8368851593305611,0.20181281696892484,1.4098743032119052
-0.11324952850761627,-1.03385566439462,0.23001030303316294,1.7582647632952637
-0.007342365367637054,0.15684430814361175,0.03215078200366628,-0.2610351323720597
-0.004205479204764819,0.3514929076137293,0.026930079356225083,-0.5434064407984969
0.0028243789475097675,0.5462262549589877,0.016061950540255145,-0.8274840621171158
0.013748904046689521,0.741124944513972,-0.00048773070208717184,-1.115072375955943
0.028571402936968963,0.5460093998150046,-0.022789178221206033,-0.8225424865389652
0.03949159093326905,0.741435601704234,-0.039240027951985335,-1.1223051106840012
0.05432030296735373,0.5468495369067129,-0.06168613016566536,-0.8421843072396633
0.065257293705488,0.7427567799459425,-0.07852981631045863,-1.1536104753661365
0.08011242930440685,0.5487419488179552,-0.10160202581778136,-0.8865491680146451
0.09108726828076595,0.74508544380973,-0.11933300917807425,-1.2093652107001545
0.10598897715696055,0.9415290122428978,-0.14352031339207735,-1.536935676569907
0.1248195574018185,0.7483966789251151,-0.1742590269234755,-1.2922659405487606
0.1397874909803208,0.9452520146297978,-0.2001043457344507,-1.6340502247071456
0.15869253127291677,1.1420809298079522,-0.23278535022859362,-1.9818411136984753
-0.03502991844041497,-0.1937602720557954,0.011545699213758512,0.2537771516186526
-0.038905123881530876,-0.389045160656958,0.016621242246131564,0.5500793208207143
-0.046686027094670034,-0.1941605711361394,0.02762282866254585,0.2626792357760127
-0.050569238517392825,-0.389665700968581,0.032876413378066106,0.5639451357015834
-0.058362552536764443,-0.19502009542445567,0.044155316092097774,0.28179842587423287
-0.06226295444525356,-0.0005548779806074655,0.04979128460958243,0.003362358928722775
-0.06227405200486571,0.19381894270166647,0.049858531788156885,-0.2732044423441216
-0.05839767315083238,0.38819533678159235,0.04439444294127445,-0.5497543762868453
-0.05063376641520053,0.5826665024917124,0.03339935541553755,-0.8281260351554385
-0.038980436365366286,0.38710421048253785,0.016836834712428778,-0.5251286117459466
-0.031238352155715528,0.5819852300428088,0.006334262477509846,-0.8124589130200699
-0.01959864755485935,0.3867770909207932,-0.009914915782891552,-0.5177903178370087
-0.011863105736443485,0.5820372293673828,-0.020270722139631728,-0.8135810667381539
-0.00022236114909582848,0.7774308495489584,-0.036542343474394806,-1.1125704675071253
0.01532625584188334,0.9730131840404648,-0.05879375282453731,-1.4164891720437247
0.034786519522692634,1.168811892978844,-0.0871235362654118,-1.7269551744704819
0.05816275738226952,0.9747874200338729,-0.12166263975482144,-1.4626042528232466
0.07765850578294697,1.1711720878040395,-0.15091472481128637,-1.7906844485935847
0.10108194753902777,0.9780308691016522,-0.18672841378315808,-1.5484661958469748
0.12064256492106082,0.7855761124826401,-0.21769773770009757,-1.319381949156863
-0.0014696154850051717,0.14624667091138538,0.00309320959491592,-0.24809071256251805
0.0014553179332225357,0.34132431042960865,-0.001868604656334441,-0.5397963698010687
0.008281804141814708,0.14622867632368436,-0.012664532052355815,-0.24770279900042647
0.011206377668288395,0.3415291860642101,-0.017618588032364345,-0.544353343576158
0.018036961389572597,0.14665919141914804,-0.028505654903887505,-0.257273315211409
0.02097014521795556,0.342176271897307,-0.033651121208115684,-0.5588093177704025
0.0278136706559017,0.14754243377648768,-0.04482730756352374,-0.27691540973580514
0.030764519331431452,-0.04691226901685286,-0.05036561575823984,0.00129881285414446
0.029826273951094395,-0.24127707867854592,-0.050339639501156955,0.27767509081363084
0.025000732377523475,-0.4356460803652461,-0.04478613768488434,0.5540656573600523
