Component 0,Component 1,Component 2,Component 3
0.04515093837846357,-0.17978803059170206,-0.042057574046615684,0.29444645899498767
0.04155517776662953,0.01590750700294999,-0.03616864486671593,-0.01119855199037012
0.04187332790668853,0.21152899614832613,-0.03639261590652333,-0.3150701401989823
0.04610390782965505,0.016943832538173442,-0.042694018710502976,-0.034082725649845824
0.04644278448041852,0.21265119987741585,-0.043375673223499896,-0.33992449738424463
0.050695808477966835,0.4083626274218814,-0.05017416317118479,-0.6459639656483511
0.05886306102640446,0.6041464917787571,-0.06309344248415182,-0.9540151986744703
0.07094599086197961,0.8000579206630929,-0.08217374645764122,-1.2658347930576501
0.08694714927524147,0.9961280936173509,-0.10749044231879423,-1.5830795361256405
0.10686971114758849,1.1923522025145838,-0.13915203304130705,-1.9072582962148712
0.13071675519788017,1.388675524290772,-0.17729719896560447,-2.2396755755291275
0.15849026568369562,1.1956196131894226,-0.22209071047618703,-2.0064839493379765
0.18240265794748406,1.0033963104743098,-0.26222038946294657,-1.7899899945579438
0.20247058415697025,1.2003302284007231,-0.29802018935410546,-2.1515054670179543
0.2264771887249847,1.0091139713129063,-0.34105029869446457,-1.9636510926292405
0.24665946815124284,0.8188121712146705,-0.38032332054704937,-1.7929756212682744
0.26303571157553624,0.6293794744414014,-0.4161828329724149,-1.6382694301803689
0.2756233010643643,0.44075756980164377,-0.44894822157602227,-1.4983440596246198
0.2844384524603972,0.25288217989036577,-0.4789151027685147,-1.372058855929817
0.2894960960582045,0.4499608493987037,-0.5063562798871111,-1.769898552088714
0.29849531304617855,0.26266302912391637,-0.5417542509288853,-1.666793951291107
0.30374857362865687,0.45890557996041437,-0.5750901299547074,-2.0706045903265347
0.31292668522786515,0.6540734140970383,-0.6165022217612381,-2.4761749208999
0.32600815350980594,0.46683825006271007,-0.6660257201792361,-2.4170118793957895
0.33534491851106013,0.28037082916093037,-0.714365957767152,-2.3787401048426977
0.34095233509427875,0.47292734434968464,-0.7619407598640059,-2.7895680372661755
0.35041088198127246,0.6633319185173356,-0.8177321206093294,-3.199160022885343
0.36367752035161915,0.8510144276358499,-0.8817153210670363,-3.6061892653814023
0.38069780890433613,1.035346983443773,-0.9538391063746644,-4.008913220321523
0.40140474857321157,0.8435407501844185,-1.034017370781095,-4.082256181973206
0.41827556357689993,1.021383289579085,-1.115662494420559,-4.471323277686315
0.4387032293684816,0.8259415738163811,-1.2050889599742853,-4.606525581474005
0.4552220608448092,0.9956874963420792,-1.2972194716037655,-4.9721379175189035
0.4751358107716508,0.7947064421369162,-1.3966622299541436,-5.173753570512229
0.4910299396143891,0.9551670497449614,-1.5001373013643882,-5.50500838691551
0.5101332806092883,1.1104977810608907,-1.6102374691026984,-5.8147243468325
0.5323432362305062,0.8974170943681583,-1.7265319560393484,-6.12109865313441
0.5502915781178693,1.0437781942646014,-1.8489539291020365,-6.37748815841223
0.5711671420031613,1.1872518593522865,-1.976503692270281,-6.601094195554275
0.594912179190207,0.9617957379289257,-2.1085255761813664,-7.004699036807281
0.6141480939487856,0.7316724205060834,-2.248619556917512,-7.434007242349063
0.6287815423589073,0.8715798810522765,-2.397299701764493,-7.531411758574309
0.6462131399799528,0.639611843181375,-2.547927936935979,-7.986524694202175
0.6590053768435803,0.7898331989390324,-2.7076584308200227,-7.964212146176283
0.674802040822361,0.9513769772862246,-2.8669426737435484,-7.867965050592323
0.6938295803680854,1.1254386170884472,-3.024301974755395,-7.696394043148601
0.7163383527098544,1.3119442859694108,-3.178229855618367,-7.4529621165801805
0.7425772384292426,1.5095567917527155,-3.3272890979499703,-7.145973346958735
0.7727683742642969,1.3266915333990632,-3.470208564889145,-7.361273950316108
0.7993022049322782,1.5416181193557046,-3.6174340438954675,-6.961251578957298
0.8301345673193923,1.376527824075791,-3.7566590754746136,-7.04669916879017
0.8576651238009081,1.6008957320349906,-3.897593058850417,-6.602183687469222
0.8896830384416079,1.8246444538665225,-4.029636732599801,-6.156300194911872
0.9261759275189383,2.0457360868160763,-4.152762736498039,-5.718963223194998
0.9670906492552598,2.2629374816055097,-4.267142000961939,-5.29685347709666
1.01234939888737,2.10736546719817,-4.373079070503872,-5.1320200238505675
1.0544967082313335,2.31754363217732,-4.475719470980883,-4.749850133929947
1.1008475808748799,2.1581121745506864,-4.570716473659482,-4.52011755533473
1.1440098243658936,1.996330069632465,-4.661118824766177,-4.263328297412214
1.183936425758543,2.1953697436663524,-4.746385390714422,-3.9544141338983203
1.22784382063187,2.3909569623447773,-4.825473673392388,-3.670555987547122
1.2756629598787657,2.2196616211431164,-4.89888479314333,-3.3494394110278143
1.320056192301628,2.409511956464584,-4.965873581363887,-3.113339480599554
1.3682464314309197,2.2322194587295066,-5.028140370975878,-2.7620426367347584
1.41289082060551,2.417906298676791,-5.083381223710573,-2.5690692467497502
1.4612489465790457,2.2355304081655683,-5.134762608645568,-2.195892703746952
1.505959554742357,2.050595037393201,-5.178680462720507,-1.814014963908715
1.546971455490221,1.8635041359967945,-5.2149607619986815,-1.4252343189177032
1.584241538210157,1.6746760620586079,-5.2434654483770355,-1.031156078756089
1.6177350594513291,1.4845299788682567,-5.264088569952158,-0.6331983384096753
1.6474256590286942,1.6640560822993467,-5.276752536720351,-0.5239616499216478
1.6807067806746812,1.8435468848951533,-5.287231769718784,-0.4195610369252223
1.7175777183725842,1.6519022700644872,-5.2956229904572885,-0.016516781002591463
1.750615763773874,1.4599722358682605,-5.29595332607734,0.38743223849703534
1.779815208491239,1.2681524412082035,-5.288204681307399,0.791316017166591
1.8051782573154032,1.4479801110132298,-5.272378360964067,0.8910286396265448
1.8341378595356677,1.627855914207554,-5.254557788171536,0.996804412295552
1.8666949778198187,1.4374482370547965,-5.234621699925625,1.3960164536844382
1.8954439425609146,1.6180890285582654,-5.206701370851936,1.5156685854115377
1.92780572313208,1.4296360639449786,-5.176387999143705,1.9085859664944778
1.9563984444109797,1.242880783697556,-5.138216279813816,2.2968686322801384
1.9812560600849307,1.4261718540529764,-5.092278907168213,2.4510443834456215
2.00977949716599,1.2431072816532374,-5.043258019499301,2.8259093136835833
2.034641642799055,1.4290233778617663,-4.986739833225629,3.013366401603747
2.0632221103562904,1.6162395395520865,-4.926472505193554,3.2202896743035154
2.095546901147332,1.8050768380164202,-4.862066711707484,3.4473998162279846
2.1316484379076606,1.9958971825609193,-4.793118715382924,3.6954301125274465
2.171566381558879,2.189101166198773,-4.719210113132375,3.9651020362506846
2.2153484048828544,2.3851212433631064,-4.639908072407361,4.257089593784459
2.2630508297501164,2.2206414951050824,-4.5547662805316715,4.532450861130357
2.307463659652218,2.423315902925751,-4.464117263309064,4.870527166760109
2.355929977710733,2.630072707582012,-4.366706719973862,5.231721928334812
2.4085314318623734,2.474709287943115,-4.262072281407165,5.429365511292264
2.4580256176212356,2.320259481247092,-4.15348497118132,5.593219870911913
2.5044308072461776,2.5363406001401327,-4.0416205737630815,6.014351767910848
2.5551576192489804,2.3827426052333536,-3.9213335384048644,6.10144295362716
2.6028124713536474,2.2259967935033487,-3.7993046793323213,6.140961019095504
2.6473324072237143,2.4445712882353376,-3.676485458950411,6.580152976489578
2.696223832988421,2.663355916406444,-3.5448823994206196,7.012357391915136
2.74949095131655,2.4941447316446372,-3.4046352515823166,6.894282292920493
2.799373845949443,2.7038874517800697,-3.266749605723907,7.2745204811432895
2.8534515949850445,2.5171993500361425,-3.121259196101041,7.033378870711057
2.9037955819857673,2.320810544972283,-2.98059161868682,6.73287893408192
2.950211792885213,2.5062248456474916,-2.8459340400051816,6.960273450960882
3.0003362897981627,2.294648577384798,-2.706728570985964,6.57101658202534
3.0462292613458586,2.079099548109825,-2.575308239345457,6.153927211195834
3.087811252308055,1.8622297884673542,-2.4522296951215403,5.721671506554046
3.125055848077402,2.025174754467677,-2.3377962649904593,5.723279116480777
3.165559343166756,2.184093914133048,-2.2233306826608437,5.677030006639311
3.209241221449417,1.967094160867755,-2.1097900825280576,5.245789013115686
3.248583104666772,2.124380942739185,-2.004874302265744,5.1145671976815645
3.291070723521556,1.9133431980518258,-1.9025829583121128,4.714697781155381
3.3293375874825926,1.706809809733686,-1.808289002689005,4.3358199564275655
3.363473783677266,1.5045620078615682,-1.7215726035604537,3.978699091122923
3.3935650238344977,1.3062265233321748,-1.6419986217379952,3.6433479225879424
3.419689554301141,1.1113561042782287,-1.5691316632862362,3.32929761350216
3.4419166763867057,1.2831200124282418,-1.502545711016193,3.0348691273875232
3.4675790766352708,1.0937974168387714,-1.4418483284684427,2.760920640841919
3.489455024972046,1.2706469804934528,-1.3866299156516042,2.4352496319454193
3.5148679645819154,1.0855112037799453,-1.3379249230126957,2.197076462183254
3.5365781886575145,1.266718215203611,-1.2939833937690306,1.8482858218216491
3.5619125529615867,1.4499954712878393,-1.2570176773325976,1.4903458938168865
3.5909124623873434,1.6350182134445426,-1.2272107594562598,1.1250384314527395
3.623612826656234,1.8214339576761007,-1.204709990827205,0.7540264085503916
3.6600415058097564,2.0088738338931864,-1.1896294626561972,0.37886313699327656
3.70021898248762,1.8298599873446721,-1.1820521999163316,0.20585392529391322
3.7368161822345134,2.0181743124266673,-1.1779351214104534,-0.17327369216996463
3.7771796684830465,2.2065762352517,-1.1814005952538527,-0.5530658001498479
3.8213111931880803,2.394678947429921,-1.1924619112568495,-0.9321705508651941
3.869204772136679,2.5820935578620205,-1.2111053222741535,-1.3092181056487975
3.9208466432939195,2.40169577720094,-1.2372896843871295,-1.4891577839395511
3.968880558837938,2.5870973588716684,-1.2670728400659206,-1.8579976152775204
4.020622506015371,2.7708553272820864,-1.304232792371471,-2.220977302596461
4.076039612561013,2.587238403036049,-1.3486523384234002,-2.432041779225026
4.127784380621734,2.4024355492055802,-1.3972931740079007,-2.6577433684827882
4.1758330916058455,2.5805630208380106,-1.4504480413775565,-2.993455542529336
4.227444352022606,2.392065157869687,-1.5103171522281431,-3.2513829965094483
4.275285655179999,2.2014128635185752,-1.575344812158332,-3.527560275834277
