Component 0,Component 1,Component 2,Component 3,Component 4,Component 5
0.9988029718966591,0.04891444909637159,0.9928063618530786,-0.11973106474116883,0.1072824153580549,-0.27769028482335
0.9981387298954123,0.060984226507952086,0.9878365033765675,-0.15549611762599339,0.010245789849081935,-0.07576954263398986
0.9978332258098549,0.06579402305604357,0.9832595910488342,-0.1822102538565798,0.03606008988013739,-0.18973819352912688
0.9981257240657557,0.061196723427082704,0.9810631684887463,-0.19368804670093057,-0.0813286203307092,0.07377378971318496
0.9993946813672153,0.03478894730977239,0.9879069225745215,-0.15504809682591503,-0.17646016107650853,0.30786633906789684
0.999820240541572,-0.018960131945560555,0.9990355038019829,-0.043909704429864575,-0.3467336425624605,0.7821446897825586
0.99757273948126,-0.06963210067098435,0.99731309685945,0.07325699169781184,-0.14685752193250254,0.36272155113184956
0.9949253717127554,-0.10061562861819942,0.9868057124930412,0.16190888113720456,-0.15487801203598153,0.5098378837021109
0.9948524488433053,-0.10133412569553547,0.9800330698595165,0.19883455932440927,0.1482423331411549,-0.13964251007519257
0.9990253543645198,-0.04414001967427865,0.9939295994166095,0.11001795945907261,0.41096658030226474,-0.7357431560143535
0.9985217265520405,0.05435403944079987,0.9968856040087037,-0.0788612231721132,0.5480161979702369,-1.1070150741180182
0.9906746046644579,0.1362491382465227,0.9709735169523989,-0.23918701757639285,0.2543837647357687,-0.4807320586605084
0.9865711775677316,0.1633319062296752,0.9565395658378825,-0.2916025702676082,0.013060532976184536,-0.051118264656301926
0.9917575028544208,0.12812905810925,0.9742880319005317,-0.22530608268617294,-0.3599548582491834,0.721535494758718
0.9996272854517586,0.027300003303082746,0.9997870816310085,-0.020634713561160197,-0.6249145700662692,1.2936213503158052
0.996705338838097,-0.08110775259883794,0.9810188666744876,0.19391230808977528,-0.4316840330313064,0.8106910602234355
0.988841439465623,-0.14897183490698743,0.9488090141729596,0.3158503674592395,-0.23495697876092372,0.421665775817545
0.9854955214545678,-0.16970143544764008,0.9373813747338279,0.34830469176012957,0.029548552975216164,-0.08502215837937882
0.9904564132161697,-0.13782631649637872,0.9586452294620205,0.2846038018539282,0.2848542987135111,-0.5714538410116922
0.9980586440959525,-0.062281160436755405,0.990527759116377,0.13731263022711543,0.45487713210777814,-0.9003801996494245
0.998887425965212,0.047158352903734456,0.9961719135556979,-0.08741578028467854,0.6101215557518761,-1.2948300783215083
0.9880376003399071,0.1542131651791054,0.949418546928781,-0.31401341173211395,0.43804288528312585,-0.9690590998999244
0.9745691236599585,0.22408708844701525,0.8819861110056445,-0.47127539718633615,0.2555115018207261,-0.7079259970017481
0.9684841571999387,0.24907516386168316,0.8301314241985265,-0.5575677703724689,-0.004623347736289307,-0.28288858685596846
0.9776769772761312,0.21011360761313674,0.8425421172405301,-0.5386304676453467,-0.387022344612176,0.5010353716772651
0.9958827108160695,0.09065112408369232,0.9335024309819647,-0.3585710687587081,-0.7962364894771544,1.4787243454735157
0.9978681641517222,-0.06526198719370695,0.9973860192045453,-0.07225737813753236,-0.7227591726751561,1.3874133239491893
0.9783090240358866,-0.20715079891217178,0.9745062931379586,0.22436016721895002,-0.6709736738077349,1.5215942492784615
0.9574201575196892,-0.28869818491804455,0.9048768189754566,0.425673516301941,-0.1516856486879471,0.5730200160197066
0.9612915613888374,-0.2755331813096403,0.8864467998216526,0.46283049930395787,0.2861377977108415,-0.16119000448483412
0.9832808321745156,-0.1820955932420997,0.9288066998426668,0.37056458860416525,0.6531136201370185,-0.8275759461955116
0.9990816020464731,-0.04284801573296906,0.9798039695824386,0.19996044906554827,0.7158721748403241,-0.9037727064376144
0.9933390446743025,0.115228218442985,0.9996048544853514,-0.028109338115996016,0.8281483220514608,-1.324965641586969
0.9669155273131406,0.2550967719136237,0.9652189440202225,-0.2614429002755413,0.5611417909931271,-0.977749087587454
0.9464205900263409,0.322936629656954,0.9210165288519222,-0.3895234955449495,0.1316110373216765,-0.3501005691622613
0.952952217324279,0.30312055604452176,0.9213765378953561,-0.388671166175171,-0.33572661886595756,0.3560728136864296
0.9773630390545587,0.2115691137430914,0.9557806618102563,-0.2940804762468062,-0.5908125671493945,0.6221323989503947
0.9984153807358551,0.056273683992409326,0.9952633092111746,-0.09721597264864373,-0.940810079027578,1.3323265311296209
0.9930736461806473,-0.1174935456162363,0.9909250775841542,0.13441536599227827,-0.7572410949131484,0.9208243493010453
0.9668678697033147,-0.2552773443440958,0.950358438734047,0.31115725594461807,-0.613111080017339,0.8434815269950515
0.9389325564316672,-0.3441012270723458,0.8986516907253104,0.43866289876913594,-0.2974206240543996,0.5012926308296233
0.940624643658598,-0.33944849350400075,0.9037440095183547,0.42807331762174583,0.34532560082846675,-0.6159228615679269
0.9702034254318794,-0.24229179367087006,0.9599554591127559,0.2801526664510227,0.6466944072487308,-0.9298051335995559
0.9972767534844822,-0.07375009803011344,0.9997553801300023,0.022117411718250532,1.0201899236037222,-1.6176996479204733
0.9899502252570527,0.1414162349714868,0.9475217487237518,-0.31969131313735033,1.080343473869511,-1.757044951297596
0.9440586832277214,0.3297775047245353,0.8009152209966646,-0.5987777624259805,0.8166684535122994,-1.335314678451279
0.9035439082177062,0.4284955144720576,0.691161539982909,-0.7227003014033229,0.23250309629264265,-0.2997451252443204
0.9107355056874212,0.41299011934945495,0.725768901700769,-0.6879385883376942,-0.4005587489509893,0.7849927569923953
0.9622425564972445,0.2721934284027575,0.8920090272052058,-0.4520175830478528,-1.0730127148334911,2.070215928866208
0.9991208271723715,0.04192341482269976,0.9994951263429468,-0.03177251039337038,-1.200488682022781,2.18305845083016
0.9843148445640197,-0.17642076626891057,0.9383109089101207,0.34579276773851597,-0.9358802083971749,1.5629238172145143
0.9469393725973015,-0.321412234715838,0.8274884043698468,0.5614828052874324,-0.5306899647577774,0.8177346199160261
0.9327757677544276,-0.360457164015557,0.8043671191971189,0.5941325925704867,0.12258989331878645,-0.4240303226558476
0.957647141648895,-0.2879443558948521,0.8948186192572957,0.44642988097848785,0.6279607111616989,-1.2811314499406157
0.9899177928421604,-0.14164308459824473,0.9842174426663648,0.1769633452195144,0.8329368235129302,-1.4975856110888741
0.9997320545599543,0.02314776631410884,0.9946340355407551,-0.10345595847466658,0.7765015841978297,-1.2403220196201177
0.9841030968327036,0.17759812725443486,0.9365808129679047,-0.3504516810922423,0.7378329312828371,-1.2348991114471382
0.9579951420427216,0.2867844274407966,0.8579401626386984,-0.5137496251399933,0.36110802024722916,-0.542024566743866
0.9502324554599408,0.31154177984753745,0.8440318453887401,-0.5362930579167309,-0.1064167274933141,0.2822500409898645
0.9689138368546918,0.24739841703519402,0.9089373047867901,-0.41693281948885463,-0.5470184634175084,1.0520141589200493
0.9941571384949722,0.10794250311850598,0.9867673581422864,-0.16214247100896367,-0.8358269748831261,1.5561756966469442
0.9968334380252996,-0.079517902604768,0.9813375649749058,0.19229296286947867,-0.9898605739934561,1.9096140753350268
0.9649664581896187,-0.2623732733511226,0.8478762406475686,0.5301941913538343,-0.8208887739744541,1.6549374908556833
0.9240442489733901,-0.382285529335343,0.6764912990127513,0.7364506245228123,-0.42128371102771184,0.9915646739246078
0.9189835764653254,-0.3942958105115998,0.6330781981813804,0.7740878470738426,0.29067963807259506,-0.41879128356069883
0.9544797537885158,-0.2982757107238439,0.7484705183395113,0.6631680655584852,0.7139046208416364,-1.158356861104577
