Node 0 - Component 0,Node 0 - Component 1,Node 0 - Component 2,Node 0 - Component 3,Node 1 - Component 0,Node 1 - Component 1,Node 1 - Component 2,Node 1 - Component 3,Node 2 - Component 0,Node 2 - Component 1,Node 2 - Component 2,Node 2 - Component 3,Node 3 - Component 0,Node 3 - Component 1,Node 3 - Component 2,Node 3 - Component 3,Node 4 - Component 0,Node 4 - Component 1,Node 4 - Component 2,Node 4 - Component 3,Node 5 - Component 0,Node 5 - Component 1,Node 5 - Component 2,Node 5 - Component 3,Node 6 - Component 0,Node 6 - Component 1,Node 6 - Component 2,Node 6 - Component 3
-0.06505429744720459,-0.1495412141084671,-0.07434728741645813,0.23170629143714905,0.014689633622765541,2.3555080890655518,0.014689633622765541,2.3555080890655518,-0.04892199486494064,-3.0695462226867676,-0.04892199486494064,-3.0695462226867676,0.03939381241798401,3.746583938598633,0.03939381241798401,3.746583938598633,-0.06396282464265823,0.11591146886348724,-0.06396282464265823,0.11591146886348724,0.15117023885250092,4.542420864105225,0.15117023885250092,4.542420864105225,-0.056955486536026,2.106975793838501,-0.056955486536026,2.106975793838501
-0.08309151232242584,-0.500950038433075,-0.08145279437303543,-0.1393551528453827,-0.05864592641592026,-2.8950655460357666,-0.05864592641592026,-2.8950655460357666,0.1687171459197998,6.754458904266357,0.1687171459197998,6.754458904266357,0.12730690836906433,0.49784454703330994,0.12730690836906433,0.49784454703330994,-0.07854992896318436,0.1636774092912674,-0.07854992896318436,0.1636774092912674,0.396757572889328,3.7499988079071045,0.396757572889328,3.7499988079071045,0.3896048367023468,9.603789329528809,0.3896048367023468,9.603789329528809
-0.12345012277364731,-1.0475282669067383,-0.026259835809469223,1.7718172073364258,-0.282954603433609,-5.722021102905273,-0.282954603433609,-5.722021102905273,-0.053962334990501404,-9.428409576416016,-0.053962334990501404,-9.428409576416016,0.3296487331390381,4.905887603759766,0.3296487331390381,4.905887603759766,0.051719699054956436,2.9808990955352783,0.051719699054956436,2.9808990955352783,0.47565048933029175,0.14980484545230865,0.47565048933029175,0.14980484545230865,-0.09547887742519379,-15.61384391784668,-0.09547887742519379,-15.61384391784668
-0.18933872878551483,-1.5049712657928467,0.0052335141226649284,-0.08209840208292007,-0.11302655935287476,7.881758689880371,-0.11302655935287476,7.881758689880371,-0.3860380947589874,-2.9978344440460205,-0.3860380947589874,-2.9978344440460205,0.35134372115135193,-1.9496294260025024,0.35134372115135193,-1.9496294260025024,0.30048197507858276,4.864407539367676,0.30048197507858276,4.864407539367676,0.3919394612312317,-1.829042911529541,0.3919394612312317,-1.829042911529541,0.0903809666633606,11.906460762023926,0.0903809666633606,11.906460762023926
-0.24786622822284698,-0.9055465459823608,0.013607730157673359,0.7747949361801147,0.2743370532989502,7.178825855255127,0.2743370532989502,7.178825855255127,-0.5499426126480103,-0.8886994123458862,-0.5499426126480103,-0.8886994123458862,-0.23370233178138733,-14.15416145324707,-0.23370233178138733,-14.15416145324707,0.11243510991334915,-3.8262624740600586,0.11243510991334915,-3.8262624740600586,0.4125467538833618,7.870693683624268,0.4125467538833618,7.870693683624268,0.10171769559383392,-0.5213977098464966,0.10171769559383392,-0.5213977098464966
-0.27465882897377014,-0.2100050151348114,0.08778028190135956,1.7802175283432007,0.29432225227355957,-2.6661317348480225,0.29432225227355957,-2.6661317348480225,-0.6494883894920349,-3.3603527545928955,-0.6494883894920349,-3.3603527545928955,-0.522733747959137,0.48169782757759094,-0.522733747959137,0.48169782757759094,-0.14527790248394012,-4.179478645324707,-0.14527790248394012,-4.179478645324707,0.5377237200737,-0.043084315955638885,0.5377237200737,-0.043084315955638885,0.04122380539774895,-0.7915412783622742,0.04122380539774895,-0.7915412783622742
-0.2514972388744354,0.6980096101760864,0.15625660121440887,0.7509317994117737,0.15863533318042755,-2.2511045932769775,0.15863533318042755,-2.2511045932769775,-0.6631783246994019,1.481769323348999,-0.6631783246994019,1.481769323348999,-0.5109323859214783,0.1768908053636551,-0.5109323859214783,0.1768908053636551,-0.04239192232489586,4.4442458152771,-0.04239192232489586,4.4442458152771,0.2458893060684204,-7.290574550628662,0.2458893060684204,-7.290574550628662,0.3019194006919861,6.8056182861328125,0.3019194006919861,6.8056182861328125
-0.19612115621566772,1.0916531085968018,0.21948270499706268,0.9874061346054077,0.09461623430252075,-0.8228601813316345,0.09461623430252075,-0.8228601813316345,-0.5859129428863525,1.6934995651245117,-0.5859129428863525,1.6934995651245117,-0.5185402035713196,0.1895092874765396,-0.5185402035713196,0.1895092874765396,0.2780417501926422,5.805272102355957,0.2780417501926422,5.805272102355957,-0.28172144293785095,-10.516839027404785,-0.28172144293785095,-10.516839027404785,0.2955624759197235,-2.610076427459717,0.2955624759197235,-2.610076427459717
-0.1288011372089386,1.3935213088989258,0.17372730374336243,-1.8315672874450684,-0.16877466440200806,-6.09435510635376,-0.16877466440200806,-6.09435510635376,-0.16336141526699066,11.322005271911621,-0.16336141526699066,11.322005271911621,-0.5228031277656555,0.2062293440103531,-0.5228031277656555,0.2062293440103531,0.11275645345449448,-6.899040222167969,0.11275645345449448,-6.899040222167969,-0.20342062413692474,5.635409832000732,-0.20342062413692474,5.635409832000732,0.11220942437648773,-3.2867231369018555,0.11220942437648773,-3.2867231369018555
-0.07947684079408646,0.6724004149436951,0.11321835964918137,-1.023093581199646,-0.4018523693084717,-2.6193807125091553,-0.4018523693084717,-2.6193807125091553,0.15168964862823486,2.107664108276367,0.15168964862823486,2.107664108276367,-0.35033559799194336,4.697045803070068,-0.35033559799194336,4.697045803070068,-0.2466241419315338,-6.036059856414795,-0.2466241419315338,-6.036059856414795,-0.21140733361244202,-3.5195531845092773,-0.21140733361244202,-3.5195531845092773,0.11630357801914215,1.355778455734253,0.11630357801914215,1.355778455734253
-0.07166934013366699,-0.1762910932302475,0.06968949735164642,-0.990827739238739,-0.4437369406223297,-0.19975526630878448,-0.4437369406223297,-0.19975526630878448,-0.10572309792041779,-7.393856048583984,-0.10572309792041779,-7.393856048583984,-0.06728483736515045,5.007564067840576,-0.06728483736515045,5.007564067840576,-0.445769727230072,-2.784166097640991,-0.445769727230072,-2.784166097640991,-0.47012364864349365,-4.635955333709717,-0.47012364864349365,-4.635955333709717,0.1740424484014511,0.5038084387779236,0.1740424484014511,0.5038084387779236
-0.06004389747977257,0.7466854453086853,-0.007215265184640884,-1.0368149280548096,-0.5518820285797119,-3.3113529682159424,-0.5518820285797119,-3.3113529682159424,0.16277489066123962,10.34018611907959,0.16277489066123962,10.34018611907959,0.046964649111032486,0.6990866661071777,0.046964649111032486,0.6990866661071777,-0.2198249101638794,4.959549427032471,-0.2198249101638794,4.959549427032471,-0.7448742985725403,-3.7304060459136963,-0.7448742985725403,-3.7304060459136963,0.14116892218589783,-8.550204277038574,0.14116892218589783,-8.550204277038574
-0.033455122262239456,0.45858898758888245,-0.06930509954690933,-1.2236158847808838,-0.5097638368606567,2.4194705486297607,-0.5097638368606567,2.4194705486297607,0.16560174524784088,-5.051430702209473,0.16560174524784088,-5.051430702209473,-0.1264432817697525,-5.285003185272217,-0.1264432817697525,-5.285003185272217,-0.06544683128595352,3.3963050842285156,-0.06544683128595352,3.3963050842285156,-0.42413437366485596,9.88000202178955,-0.42413437366485596,9.88000202178955,-0.23559734225273132,-3.760948896408081,-0.23559734225273132,-3.760948896408081
-0.02645431086421013,0.008508378639817238,-0.09943387657403946,-0.12644365429878235,-0.2466348558664322,5.021982669830322,-0.2466348558664322,5.021982669830322,-0.42838096618652344,-11.915348052978516,-0.42838096618652344,-11.915348052978516,-0.08755513280630112,3.711277484893799,-0.08755513280630112,3.711277484893799,0.036628227680921555,0.7473638653755188,0.036628227680921555,0.7473638653755188,-0.16172058880329132,1.739405870437622,-0.16172058880329132,1.739405870437622,-0.24913831055164337,1.8031584024429321,-0.24913831055164337,1.8031584024429321
-0.012685583904385567,0.3561056852340698,-0.09106705337762833,0.305216521024704,-0.39802077412605286,-6.131649971008301,-0.39802077412605286,-6.131649971008301,-0.3251952528953552,8.527275085449219,-0.3251952528953552,8.527275085449219,0.2636544704437256,7.869148254394531,0.2636544704437256,7.869148254394531,0.02752162516117096,-0.40317660570144653,0.02752162516117096,-0.40317660570144653,-0.1895412802696228,-1.4353530406951904,-0.1895412802696228,-1.4353530406951904,-0.11694970726966858,2.8600575923919678,-0.11694970726966858,2.8600575923919678
-0.026380091905593872,-0.583373486995697,-0.13394436240196228,-1.0750885009765625,-0.13855485618114471,10.052680015563965,-0.13855485618114471,10.052680015563965,-0.15641824901103973,0.5913657546043396,-0.15641824901103973,0.5913657546043396,0.11137725412845612,-8.269735336303711,0.11137725412845612,-8.269735336303711,-0.08508771657943726,-2.4522247314453125,-0.08508771657943726,-2.4522247314453125,0.13081765174865723,7.505324840545654,0.13081765174865723,7.505324840545654,-0.25664612650871277,-4.582817554473877,-0.25664612650871277,-4.582817554473877
-0.01683640107512474,0.7111598253250122,-0.05464186891913414,3.4142255783081055,-0.2124582976102829,-6.964258193969727,-0.2124582976102829,-6.964258193969727,0.23150940239429474,8.740560531616211,0.23150940239429474,8.740560531616211,-0.2750745713710785,-6.056646347045898,-0.2750745713710785,-6.056646347045898,-0.03257894888520241,1.6617398262023926,-0.03257894888520241,1.6617398262023926,-0.2061154693365097,-9.762937545776367,-0.2061154693365097,-9.762937545776367,-0.009426538832485676,5.6321797370910645,-0.009426538832485676,5.6321797370910645
-0.03486937656998634,-0.8984246850013733,0.012596349231898785,0.46771174669265747,-0.13967442512512207,5.268566131591797,-0.13967442512512207,5.268566131591797,0.2316463440656662,-3.877659559249878,0.2316463440656662,-3.877659559249878,-0.23812401294708252,4.289949893951416,-0.23812401294708252,4.289949893951416,0.06012479588389397,3.2278833389282227,0.06012479588389397,3.2278833389282227,0.10707178711891174,11.820571899414062,0.10707178711891174,11.820571899414062,-0.1410875916481018,-5.20063591003418,-0.1410875916481018,-5.20063591003418
-0.09742127358913422,-1.0915170907974243,0.05168779939413071,0.8929421305656433,0.25803762674331665,8.016434669494629,0.25803762674331665,8.016434669494629,-0.014590819366276264,-7.542709827423096,-0.014590819366276264,-7.542709827423096,-0.17792557179927826,-3.981898546218872,-0.17792557179927826,-3.981898546218872,0.011572619900107384,-3.2757248878479004,0.011572619900107384,-3.2757248878479004,0.6504432559013367,7.313689708709717,0.6504432559013367,7.313689708709717,-0.0906120091676712,3.439584255218506,-0.0906120091676712,3.439584255218506
-0.09980589896440506,0.46786433458328247,0.1015804335474968,0.3891431987285614,0.36642488837242126,-0.4880498945713043,0.36642488837242126,-0.4880498945713043,-0.03253592550754547,2.8570597171783447,-0.03253592550754547,2.8570597171783447,-0.2825591564178467,-0.8213167190551758,-0.2825591564178467,-0.8213167190551758,0.2218766063451767,6.674734592437744,0.2218766063451767,6.674734592437744,0.20695188641548157,-14.010787010192871,0.20695188641548157,-14.010787010192871,0.3390176594257355,8.747352600097656,0.3390176594257355,8.747352600097656
-0.0884699672460556,0.049589887261390686,0.08793206512928009,-0.7083184123039246,0.33462199568748474,-0.735990047454834,0.33462199568748474,-0.735990047454834,-0.014509155414998531,-0.7582720518112183,-0.014509155414998531,-0.7582720518112183,-0.09661609679460526,5.798034191131592,-0.09661609679460526,5.798034191131592,0.36105915904045105,-0.014978221617639065,0.36105915904045105,-0.014978221617639065,-0.17310766875743866,-2.2118492126464844,-0.17310766875743866,-2.2118492126464844,0.5876578688621521,1.6213679313659668,0.5876578688621521,1.6213679313659668
-0.061077963560819626,0.5621273517608643,0.05177833512425423,-1.0055997371673584,0.10345207899808884,-6.15151834487915,0.10345207899808884,-6.15151834487915,0.08873041719198227,3.6216018199920654,0.08873041719198227,3.6216018199920654,0.09529994428157806,2.589994430541992,0.09529994428157806,2.589994430541992,-0.10626493394374847,-12.294404029846191,-0.10626493394374847,-12.294404029846191,-0.10256169736385345,0.7011032104492188,-0.10256169736385345,0.7011032104492188,0.3502647876739502,-6.6582112312316895,0.3502647876739502,-6.6582112312316895
