Node 0 - Component 0,Node 0 - Component 1,Node 0 - Component 2,Node 0 - Component 3,Node 1 - Component 0,Node 1 - Component 1,Node 1 - Component 2,Node 1 - Component 3
0.005544322542846203,0.30363526940345764,0.005544322542846203,0.30363526940345764,0.04075992479920387,-0.19775651395320892,0.04075992479920387,-0.19775651395320892
0.011617028154432774,0.012706039473414421,0.011617028154432774,0.012706039473414421,0.036804795265197754,-0.002714016241952777,0.036804795265197754,-0.002714016241952777
0.011871148832142353,-0.27628904581069946,0.011871148832142353,-0.27628904581069946,0.036750517785549164,0.1922394186258316,0.036750517785549164,0.1922394186258316
0.00634536799043417,0.020114270970225334,0.00634536799043417,0.020114270970225334,0.04059530422091484,-0.003049865597859025,0.04059530422091484,-0.003049865597859025
0.006747653242200613,-0.2705598771572113,0.006747653242200613,-0.2705598771572113,0.040534306317567825,0.1919805109500885,0.040534306317567825,0.1919805109500885
0.0013364555779844522,-0.5611069798469543,0.0013364555779844522,-0.5611069798469543,0.04437391832470894,0.3870055377483368,0.04437391832470894,0.3870055377483368
-0.00988568365573883,-0.8533685207366943,-0.00988568365573883,-0.8533685207366943,0.05211402848362923,0.5821086764335632,0.05211402848362923,0.5821086764335632
-0.02695305459201336,-1.1491434574127197,-0.02695305459201336,-1.1491434574127197,0.06375620514154434,0.7773640155792236,0.06375620514154434,0.7773640155792236
-0.049935925751924515,-1.4501550197601318,-0.049935925751924515,-1.4501550197601318,0.07930348068475723,0.9728271961212158,0.07930348068475723,0.9728271961212158
-0.0789390280842781,-1.7580124139785767,-0.0789390280842781,-1.7580124139785767,0.09876002371311188,1.16852605342865,0.09876002371311188,1.16852605342865
-0.11409927159547806,-2.074164867401123,-0.11409927159547806,-2.074164867401123,0.12213054299354553,1.3644484281539917,0.12213054299354553,1.3644484281539917
-0.15558257699012756,-1.8188368082046509,-0.15558257699012756,-1.8188368082046509,0.14941951632499695,1.1706546545028687,0.14941951632499695,1.1706546545028687
-0.19195930659770966,-1.5782610177993774,-0.19195930659770966,-1.5782610177993774,0.17283260822296143,0.9775672554969788,0.17283260822296143,0.9775672554969788
-0.2235245257616043,-1.9241583347320557,-0.2235245257616043,-1.9241583347320557,0.19238395988941193,1.1743872165679932,0.19238395988941193,1.1743872165679932
-0.2620076835155487,-1.7083005905151367,-0.2620076835155487,-1.7083005905151367,0.2158716917037964,0.9822553396224976,0.2158716917037964,0.9822553396224976
-0.29617369174957275,-1.5072489976882935,-0.29617369174957275,-1.5072489976882935,0.23551680147647858,0.7909231781959534,0.23551680147647858,0.7909231781959534
-0.3263186812400818,-1.3196369409561157,-0.3263186812400818,-1.3196369409561157,0.2513352632522583,0.6003456711769104,0.2513352632522583,0.6003456711769104
-0.35271140933036804,-1.1440852880477905,-0.35271140933036804,-1.1440852880477905,0.2633421719074249,0.4104614853858948,0.2633421719074249,0.4104614853858948
-0.3755931258201599,-0.9792302250862122,-0.3755931258201599,-0.9792302250862122,0.2715514004230499,0.2212001383304596,0.2715514004230499,0.2212001383304596
-0.3951777219772339,-1.3629904985427856,-0.3951777219772339,-1.3629904985427856,0.27597540616989136,0.4189262092113495,0.27597540616989136,0.4189262092113495
-0.42243754863739014,-1.214967966079712,-0.42243754863739014,-1.214967966079712,0.28435394167900085,0.2302481234073639,0.28435394167900085,0.2302481234073639
-0.4467369019985199,-1.6056640148162842,-0.4467369019985199,-1.6056640148162842,0.28895890712738037,0.42771390080451965,0.28895890712738037,0.42771390080451965
-0.47885018587112427,-1.9990895986557007,-0.47885018587112427,-1.9990895986557007,0.2975131869316101,0.6246474981307983,0.2975131869316101,0.6246474981307983
-0.5188319683074951,-1.8840959072113037,-0.5188319683074951,-1.8840959072113037,0.31000614166259766,0.43651625514030457,0.31000614166259766,0.43651625514030457
-0.5565139055252075,-1.7859116792678833,-0.5565139055252075,-1.7859116792678833,0.3187364637851715,0.2492222785949707,0.3187364637851715,0.2492222785949707
-0.5922321081161499,-2.1907334327697754,-0.5922321081161499,-2.1907334327697754,0.32372090220451355,0.44513314962387085,0.32372090220451355,0.44513314962387085
-0.636046826839447,-2.597175121307373,-0.636046826839447,-2.597175121307373,0.33262357115745544,0.6398441791534424,0.33262357115745544,0.6398441791534424
-0.6879903078079224,-3.004802942276001,-0.6879903078079224,-3.004802942276001,0.3454204499721527,0.832925021648407,0.3454204499721527,0.832925021648407
-0.7480863928794861,-3.412736654281616,-0.7480863928794861,-3.412736654281616,0.3620789349079132,1.0238556861877441,0.3620789349079132,1.0238556861877441
-0.8163411021232605,-3.404602527618408,-0.8163411021232605,-3.404602527618408,0.3825560510158539,0.834564208984375,0.3825560510158539,0.834564208984375
-0.8844331502914429,-3.810713291168213,-0.8844331502914429,-3.810713291168213,0.39924734830856323,1.0213470458984375,0.39924734830856323,1.0213470458984375
-0.9606474041938782,-3.8568599224090576,-0.9606474041938782,-3.8568599224090576,0.419674277305603,0.8306461572647095,0.419674277305603,0.8306461572647095
-1.0377845764160156,-4.253432750701904,-1.0377845764160156,-4.253432750701904,0.4362872242927551,1.0117100477218628,0.4362872242927551,1.0117100477218628
-1.1228532791137695,-4.359132766723633,-1.1228532791137695,-4.359132766723633,0.4565214216709137,0.8181677460670471,0.4565214216709137,0.8181677460670471
-1.2100359201431274,-4.736965179443359,-1.2100359201431274,-4.736965179443359,0.47288477420806885,0.9918540120124817,0.47288477420806885,0.9918540120124817
-1.3047752380371094,-5.1012983322143555,-1.3047752380371094,-5.1012983322143555,0.4927218556404114,1.160431981086731,0.4927218556404114,1.160431981086731
-1.4068012237548828,-5.30521821975708,-1.4068012237548828,-5.30521821975708,0.5159304738044739,0.9582252502441406,0.5159304738044739,0.9582252502441406
-1.5129055976867676,-5.634215354919434,-1.5129055976867676,-5.634215354919434,0.5350949764251709,1.1172415018081665,0.5350949764251709,1.1172415018081665
-1.6255898475646973,-5.9410719871521,-1.6255898475646973,-5.9410719871521,0.5574398040771484,1.2710565328598022,0.5574398040771484,1.2710565328598022
-1.7444113492965698,-6.252262592315674,-1.7444113492965698,-6.252262592315674,0.5828609466552734,1.0564242601394653,0.5828609466552734,1.0564242601394653
-1.8694565296173096,-6.598729610443115,-1.8694565296173096,-6.598729610443115,0.6039894223213196,0.8368828296661377,0.6039894223213196,0.8368828296661377
-2.0014312267303467,-6.817456245422363,-2.0014312267303467,-6.817456245422363,0.6207271218299866,0.9779432415962219,0.6207271218299866,0.9779432415962219
-2.13778018951416,-7.2273759841918945,-2.13778018951416,-7.2273759841918945,0.6402859687805176,0.7499520182609558,0.6402859687805176,0.7499520182609558
-2.282327890396118,-7.363847732543945,-2.282327890396118,-7.363847732543945,0.6552850008010864,0.8883825540542603,0.6552850008010864,0.8883825540542603
-2.4296047687530518,-7.447422504425049,-2.4296047687530518,-7.447422504425049,0.6730526685714722,1.0303847789764404,0.6730526685714722,1.0303847789764404
-2.5785531997680664,-7.471377849578857,-2.5785531997680664,-7.471377849578857,0.693660318851471,1.1784359216690063,0.693660318851471,1.1784359216690063
-2.727980852127075,-7.430016040802002,-2.727980852127075,-7.430016040802002,0.7172290682792664,1.3347573280334473,0.7172290682792664,1.3347573280334473
-2.8765811920166016,-7.319858551025391,-2.8765811920166016,-7.319858551025391,0.7439242005348206,1.500989556312561,0.7439242005348206,1.500989556312561
-3.0229783058166504,-7.702860355377197,-3.0229783058166504,-7.702860355377197,0.7739440202713013,1.289612054824829,0.7739440202713013,1.289612054824829
-3.1770355701446533,-7.460022449493408,-3.1770355701446533,-7.460022449493408,0.7997362613677979,1.4760075807571411,0.7997362613677979,1.4760075807571411
-3.3262360095977783,-7.738431453704834,-3.3262360095977783,-7.738431453704834,0.8292564153671265,1.2833352088928223,0.8292564153671265,1.2833352088928223
-3.481004476547241,-7.377870559692383,-3.481004476547241,-7.377870559692383,0.8549231290817261,1.4912587404251099,0.8549231290817261,1.4912587404251099
-3.6285619735717773,-6.975099563598633,-3.6285619735717773,-6.975099563598633,0.8847482800483704,1.7068153619766235,0.8847482800483704,1.7068153619766235
-3.768064022064209,-6.5462236404418945,-3.768064022064209,-6.5462236404418945,0.9188845753669739,1.9265587329864502,0.9188845753669739,1.9265587329864502
-3.8989884853363037,-6.105440139770508,-3.8989884853363037,-6.105440139770508,0.957415759563446,2.1474480628967285,0.957415759563446,2.1474480628967285
-4.021097183227539,-6.07515811920166,-4.021097183227539,-6.07515811920166,1.0003646612167358,1.9899119138717651,1.0003646612167358,1.9899119138717651
-4.1426005363464355,-5.637945175170898,-4.1426005363464355,-5.637945175170898,1.0401629209518433,2.210249423980713,1.0401629209518433,2.210249423980713
-4.255359172821045,-5.5153961181640625,-4.255359172821045,-5.5153961181640625,1.0843679904937744,2.055767774581909,1.0843679904937744,2.055767774581909
-4.365667343139648,-5.353342533111572,-4.365667343139648,-5.353342533111572,1.1254832744598389,1.902016043663025,1.1254832744598389,1.902016043663025
